
correct,"No, she believes because she doesn't read or know anything about fashion she would not be good at it."
incorrect,Yes because of her background in the fashion industry she would be a good fit.
incorrect,"Yes, she was highly recommended by one of the interviewers friends."
question-tags

question-text,Does the interviewer have a high opinion of the interviewee
incorrect,"No, the interviewer says the interviewee is over-dressed."
incorrect,Yes she compliments her beige jacket.
incorrect,There was no way of knowing.
correct,No. The interviewer says that the interviewee has no style or sense of fashion.
question-tags

question-text,Why does Andy smile at the woman sitting at the desk?
incorrect,She thought the joke was funny
incorrect,She was trying to show off her perfect teeth
incorrect,She is happy.
correct,She wants her to hire her and like her.
question-tags

end of quiz

clip-title,The Lorax - Let It Grow
description
thumbnail
img
src,https://www.youtube.com/embed/DUvHO33iaxg?start=0&end=60
clip-tags

question-text,What is around the kid's neck?
correct,A pair of goggles.
incorrect,A whistle.
incorrect,A necklace
incorrect,A wireless bluetooth ear piece.
question-tags

question-text,what does everyone think about the seed the kid shows?
incorrect,They are scared and terrorized.
correct,They are surprised and shocked.
incorrect,They are bored and tired.
incorrect,They are angry and upset.
question-tags

question-text,What does the crowd think of Ted's speech?
correct,The crowd feels very enthused and excited.
incorrect,The crowd feels bored and uninterested.
incorrect,The crowd felt really scared.
incorrect,The crowd is mad
question-tags

question-text,What does Ted hold in his hand?
incorrect,He'd holding a shovel
incorrect,Ted holds a solar panel in his hand.
correct,Ted has a seed in his hand.
incorrect,A gold coin.
question-tags

question-text,What is Ted trying to do by speaking to the crowd?
incorrect,Ted is trying to convince the crowd to cut more trees.
incorrect,Ted is trying to convince the crowd to clean the water.
incorrect,Trying to get them to buy something
correct,Ted is trying to convince the crowd to plant the seed.
question-tags

end of quiz

clip-title,The Other Sister
description
thumbnail
img
src,https://www.youtube.com/embed/8W9BmJy4bDA?start=342&end=396
clip-tags

question-text,How did the family feel about having Carla home?
incorrect,They didn't want to see her.
incorrect,They were upset with her.
incorrect,They were angry that she had to move back in
correct,They were glad to have her back.
question-tags

question-text,How did the family respond to Carla when she came in the front door?
correct,"They seemed tentative, but they were happy and welcomed her."
incorrect,They all ran away from her
incorrect,They were all quiet and didn't say a word
incorrect,They started yelling at her.
question-tags

question-text,How was Carla feeling before she came through the front door?
incorrect,Angry with a mean look on her face.
incorrect,Laughing like she had just heard the funniest joke.
correct,Shy and uncertain
incorrect,Enthusiastic
question-tags

question-text,What was the name of Carla's fish?
incorrect,Snowpuff
incorrect,Nemo
correct,Tickles
incorrect,Barney
question-tags

question-text,Who was coming home?
incorrect,Carol
incorrect,Dad
incorrect,Mom
correct,Carla
question-tags

question-text,What didn't Carla want taken from her?
incorrect,Her hat
incorrect,Her dog
incorrect,Her fish.
correct,Her coat
question-tags

question-text,Who was waiting for Carla when she came in the front door?
correct,"Jeff Reid, Mom, Dad, and the sisters"
incorrect,The Doctor
incorrect,Carla's high school classmates
incorrect,Pizza delivery guy
question-tags

question-text,How was Carla feeling at the end of the clip?
incorrect,Upset that her best friend was not there.
correct,Excited for her sister but put-off by people she didn't know well.
incorrect,Sleepy like she wanted to take a nap.
incorrect,Sad like she wanted to cry.
question-tags

end of quiz

clip-title,The Parent Trap - The Final Trap for Meredith
description
thumbnail
img
src,https://www.youtube.com/embed/7fRbN_zs28g?start=8&end=85
clip-tags

question-text,What might the mother think when she wakes up?
correct,How did I get here?
incorrect,It's a good day for a swim!
incorrect,That she likes floating on the water.
incorrect,That she wants to go back to sleep.
question-tags

question-text,What might happen to the girls after the mother wakes up?
incorrect,They may get an increase in their allowance
incorrect,They will be asked what they want for breakfast
correct,They might get in trouble or get punished.
incorrect,The mother will appreciate their efforts.
question-tags

question-text,Why do the girls enter the tent?
incorrect,To get some snacks
incorrect,To go to sleep
correct,to drag their mom out.
incorrect,To wake up their mom.
question-tags

question-text,Why do the girls put the air mattress on the lake?
incorrect,To clean the dirt off it
incorrect,They want to sleep on the lake
incorrect,They want to help their mother.
correct,They want to play a prank on the mother.
question-tags

question-text,What did the twins pull out of the tent?
incorrect,A tree branch
incorrect,A pile of laundry
correct,A woman sleeping on an air mattress.
incorrect,A dog eating the food
question-tags

question-text,What are the girls doing when dragging the woman on her bed?
correct,Giggling and laughing.
incorrect,The girls are out of breath and in pain
incorrect,They were tripping and falling.
incorrect,They were crying and screaming.
question-tags

end of quiz
